Date,Start_Hour,End_Hour,Day_of_Year,Day_Name,Month_Name,Season,Production
2020-04-16 00:00:00,21,22,107,Thursday,April,Spring,1491
2020-06-29 00:00:00,16,17,181,Monday,June,Summer,10010
2024-04-02 00:00:00,6,7,93,Tuesday,April,Spring,13175
2022-05-08 00:00:00,1,2,128,Sunday,May,Spring,4285
2023-12-29 00:00:00,15,16,363,Friday,December,Winter,13922
2024-03-15 00:00:00,3,4,75,Friday,March,Spring,10445
2021-06-07 00:00:00,6,7,158,Monday,June,Summer,1268
2020-03-31 00:00:00,17,18,91,Tuesday,March,Spring,10262
2021-09-13 00:00:00,1,2,256,Monday,September,Fall,2586
2023-01-16 00:00:00,14,15,16,Monday,January,Winter,16385
2021-02-01 00:00:00,20,21,32,Monday,February,Winter,3405
2022-09-13 00:00:00,5,6,256,Tuesday,September,Fall,1654
2023-07-29 00:00:00,15,16,210,Saturday,July,Summer,11966
2020-08-09 00:00:00,16,17,222,Sunday,August,Summer,3364
2021-09-23 00:00:00,1,2,266,Thursday,September,Fall,1404
2021-03-18 00:00:00,9,10,77,Thursday,March,Spring,4597
2024-01-13 00:00:00,0,1,13,Saturday,January,Winter,2503
2023-06-27 00:00:00,6,7,178,Tuesday,June,Summer,2239
2023-12-15 00:00:00,0,1,349,Friday,December,Winter,2968
2023-06-12 00:00:00,19,20,163,Monday,June,Summer,3168
2020-12-14 00:00:00,6,7,349,Monday,December,Winter,8437
2023-05-04 00:00:00,13,14,124,Thursday,May,Spring,11275
2022-01-06 00:00:00,11,12,6,Thursday,January,Winter,5010
2023-05-05 00:00:00,6,7,125,Friday,May,Spring,2188
2021-03-24 00:00:00,19,20,83,Wednesday,March,Spring,2191
2020-11-06 00:00:00,5,6,311,Friday,November,Fall,6584
2025-10-13 00:00:00,0,1,286,Monday,October,Fall,7395
2025-04-09 00:00:00,22,23,99,Wednesday,April,Spring,11401
2022-06-13 00:00:00,3,4,164,Monday,June,Summer,3888
2020-12-06 00:00:00,0,1,341,Sunday,December,Winter,3896
2022-12-26 00:00:00,23,0,360,Monday,December,Winter,5200
2022-07-07 00:00:00,18,19,188,Thursday,July,Summer,8067
2021-09-27 00:00:00,16,17,270,Monday,September,Fall,10010
2024-01-29 00:00:00,18,19,29,Monday,January,Winter,7099
2024-03-25 00:00:00,21,22,85,Monday,March,Spring,8820
2022-12-27 00:00:00,9,10,361,Tuesday,December,Winter,4677
2021-12-03 00:00:00,18,19,337,Friday,December,Winter,11102
2023-04-04 00:00:00,15,16,94,Tuesday,April,Spring,10833
2024-03-28 00:00:00,7,8,88,Thursday,March,Spring,15504
2022-12-23 00:00:00,0,1,357,Friday,December,Winter,11216
2025-04-27 00:00:00,22,23,117,Sunday,April,Spring,3364
2020-04-20 00:00:00,0,1,111,Monday,April,Spring,5506
2022-10-17 00:00:00,12,13,290,Monday,October,Fall,6996
2025-01-02 00:00:00,0,1,2,Thursday,January,Winter,12035
2020-07-24 00:00:00,15,16,206,Friday,July,Summer,6901
2020-11-21 00:00:00,10,11,326,Saturday,November,Fall,4830
2022-08-22 00:00:00,19,20,234,Monday,August,Summer,2515
2022-12-29 00:00:00,4,5,363,Thursday,December,Winter,11261
2022-11-11 00:00:00,23,0,315,Friday,November,Fall,4623
2021-07-15 00:00:00,23,0,196,Thursday,July,Summer,5085
2020-06-29 00:00:00,18,19,181,Monday,June,Summer,8918
2020-11-02 00:00:00,17,18,307,Monday,November,Fall,8515
2022-06-08 00:00:00,14,15,159,Wednesday,June,Summer,10122
2020-11-27 00:00:00,1,2,332,Friday,November,Fall,1637
2022-03-01 00:00:00,18,19,60,Tuesday,March,Spring,1775
2025-08-19 00:00:00,16,17,231,Tuesday,August,Summer,6355
2022-11-13 00:00:00,22,23,317,Sunday,November,Fall,2673
2025-11-06 00:00:00,21,22,310,Thursday,November,Fall,2696
2022-07-13 00:00:00,12,13,194,Wednesday,July,Summer,6334
2021-12-27 00:00:00,9,10,361,Monday,December,Winter,8156
2021-10-25 00:00:00,20,21,298,Monday,October,Fall,3029
2023-09-12 00:00:00,4,5,255,Tuesday,September,Fall,705
2023-04-02 00:00:00,4,5,92,Sunday,April,Spring,8890
2021-09-28 00:00:00,2,3,271,Tuesday,September,Fall,2108
2024-05-17 00:00:00,14,15,138,Friday,May,Spring,7184
2025-11-13 00:00:00,1,2,317,Thursday,November,Fall,12913
2020-10-13 00:00:00,16,17,287,Tuesday,October,Fall,5579
2021-02-17 00:00:00,22,23,48,Wednesday,February,Winter,7964
2020-10-09 00:00:00,18,19,283,Friday,October,Fall,3322
2025-02-19 00:00:00,20,21,50,Wednesday,February,Winter,7629
2021-11-16 00:00:00,16,17,320,Tuesday,November,Fall,1087
2020-12-30 00:00:00,23,0,365,Wednesday,December,Winter,5476
2022-07-14 00:00:00,14,15,195,Thursday,July,Summer,8923
2023-03-19 00:00:00,13,14,78,Sunday,March,Spring,7895
2024-07-24 00:00:00,11,12,206,Wednesday,July,Summer,6845
2024-10-31 00:00:00,20,21,305,Thursday,October,Fall,1073
2023-05-09 00:00:00,19,20,129,Tuesday,May,Spring,7431
2021-03-09 00:00:00,6,7,68,Tuesday,March,Spring,2088
2024-05-06 00:00:00,20,21,127,Monday,May,Spring,3270
2022-10-26 00:00:00,17,18,299,Wednesday,October,Fall,3223
2021-12-07 00:00:00,12,13,341,Tuesday,December,Winter,11221
2024-05-05 00:00:00,23,0,126,Sunday,May,Spring,2081
2023-04-23 00:00:00,18,19,113,Sunday,April,Spring,14741
2022-11-02 00:00:00,19,20,306,Wednesday,November,Fall,7737
2021-03-14 00:00:00,15,16,73,Sunday,March,Spring,13538
2021-11-29 00:00:00,10,11,333,Monday,November,Fall,3702
2025-06-14 00:00:00,14,15,165,Saturday,June,Summer,4546
2024-04-28 00:00:00,9,10,119,Sunday,April,Spring,7916
2020-05-13 00:00:00,1,2,134,Wednesday,May,Spring,3264
2025-06-04 00:00:00,16,17,155,Wednesday,June,Summer,8625
2024-06-23 00:00:00,12,13,175,Sunday,June,Summer,4144
2024-01-24 00:00:00,10,11,24,Wednesday,January,Winter,15539
2021-10-14 00:00:00,4,5,287,Thursday,October,Fall,1720
2021-10-08 00:00:00,23,0,281,Friday,October,Fall,5380
2023-03-17 00:00:00,23,0,76,Friday,March,Spring,6418
2023-08-28 00:00:00,5,6,240,Monday,August,Summer,2801
2022-09-07 00:00:00,12,13,250,Wednesday,September,Fall,7186
2023-12-23 00:00:00,11,12,357,Saturday,December,Winter,15819
2023-08-05 00:00:00,10,11,217,Saturday,August,Summer,11382
2023-05-28 00:00:00,23,0,148,Sunday,May,Spring,9894
2022-07-20 00:00:00,1,2,201,Wednesday,July,Summer,3765
2023-01-18 00:00:00,2,3,18,Wednesday,January,Winter,4661
2024-09-29 00:00:00,2,3,273,Sunday,September,Fall,1731
2024-02-23 00:00:00,12,13,54,Friday,February,Winter,16403
2021-10-04 00:00:00,23,0,277,Monday,October,Fall,7024
2025-10-20 00:00:00,0,1,293,Monday,October,Fall,13425
2023-03-24 00:00:00,8,9,83,Friday,March,Spring,12405
2020-07-23 00:00:00,18,19,205,Thursday,July,Summer,1954
2020-05-13 00:00:00,23,0,134,Wednesday,May,Spring,7165
2022-09-06 00:00:00,23,0,249,Tuesday,September,Fall,2214
2021-02-17 00:00:00,7,8,48,Wednesday,February,Winter,7775
2021-05-29 00:00:00,12,13,149,Saturday,May,Spring,6169
2024-07-25 00:00:00,21,22,207,Thursday,July,Summer,2257
2022-04-16 00:00:00,20,21,106,Saturday,April,Spring,6001
2020-07-28 00:00:00,5,6,210,Tuesday,July,Summer,4107
2021-05-31 00:00:00,19,20,151,Monday,May,Spring,3587
2024-06-27 00:00:00,21,22,179,Thursday,June,Summer,4170
2021-10-23 00:00:00,22,23,296,Saturday,October,Fall,3701
2022-11-22 00:00:00,20,21,326,Tuesday,November,Fall,10307
2020-03-26 00:00:00,20,21,86,Thursday,March,Spring,4960
2020-08-09 00:00:00,7,8,222,Sunday,August,Summer,963
2025-11-23 00:00:00,22,23,327,Sunday,November,Fall,6568
2022-06-17 00:00:00,3,4,168,Friday,June,Summer,3147
2020-09-06 00:00:00,6,7,250,Sunday,September,Fall,1309
2023-01-08 00:00:00,12,13,8,Sunday,January,Winter,13363
2020-05-27 00:00:00,2,3,148,Wednesday,May,Spring,4422
2023-12-29 00:00:00,12,13,363,Friday,December,Winter,15941
2022-01-06 00:00:00,3,4,6,Thursday,January,Winter,2846
2025-03-08 00:00:00,0,1,67,Saturday,March,Spring,10805
2023-06-25 00:00:00,16,17,176,Sunday,June,Summer,8815
2023-10-31 00:00:00,12,13,304,Tuesday,October,Fall,11825
2021-04-18 00:00:00,7,8,108,Sunday,April,Spring,2893
2020-05-05 00:00:00,14,15,126,Tuesday,May,Spring,6849
2023-05-03 00:00:00,9,10,123,Wednesday,May,Spring,7624
2023-09-03 00:00:00,19,20,246,Sunday,September,Fall,5905
2024-10-25 00:00:00,21,22,299,Friday,October,Fall,1798
2022-05-11 00:00:00,6,7,131,Wednesday,May,Spring,3550
2025-01-30 00:00:00,14,15,30,Thursday,January,Winter,8803
2020-04-29 00:00:00,5,6,120,Wednesday,April,Spring,4808
2020-04-03 00:00:00,5,6,94,Friday,April,Spring,2053
2020-05-14 00:00:00,1,2,135,Thursday,May,Spring,7248
2020-08-22 00:00:00,9,10,235,Saturday,August,Summer,7218
2021-04-24 00:00:00,19,20,114,Saturday,April,Spring,6192
2025-06-26 00:00:00,17,18,177,Thursday,June,Summer,14166
2020-10-07 00:00:00,20,21,281,Wednesday,October,Fall,4044
2020-02-11 00:00:00,13,14,42,Tuesday,February,Winter,14541
2024-10-21 00:00:00,23,0,295,Monday,October,Fall,6386
2022-08-07 00:00:00,8,9,219,Sunday,August,Summer,5411
2021-01-08 00:00:00,7,8,8,Friday,January,Winter,1043
2020-03-27 00:00:00,12,13,87,Friday,March,Spring,5875
2022-09-14 00:00:00,13,14,257,Wednesday,September,Fall,6213
2021-02-09 00:00:00,17,18,40,Tuesday,February,Winter,5404
2021-04-25 00:00:00,5,6,115,Sunday,April,Spring,8275
2022-12-20 00:00:00,1,2,354,Tuesday,December,Winter,13886
2023-03-15 00:00:00,8,9,74,Wednesday,March,Spring,3420
2024-01-09 00:00:00,18,19,9,Tuesday,January,Winter,3646
2021-06-05 00:00:00,15,16,156,Saturday,June,Summer,5731
2024-11-28 00:00:00,22,23,333,Thursday,November,Fall,4321
2020-04-28 00:00:00,3,4,119,Tuesday,April,Spring,3006
2025-10-08 00:00:00,2,3,281,Wednesday,October,Fall,730
2025-07-24 00:00:00,12,13,205,Thursday,July,Summer,8701
2021-05-18 00:00:00,20,21,138,Tuesday,May,Spring,3351
2023-04-07 00:00:00,6,7,97,Friday,April,Spring,1998
2022-02-28 00:00:00,18,19,59,Monday,February,Winter,2179
2023-11-03 00:00:00,23,0,307,Friday,November,Fall,10599
2021-04-28 00:00:00,23,0,118,Wednesday,April,Spring,2245
2023-10-22 00:00:00,19,20,295,Sunday,October,Fall,1963
2023-12-04 00:00:00,16,17,338,Monday,December,Winter,14332
2023-03-12 00:00:00,10,11,71,Sunday,March,Spring,11363
2024-06-10 00:00:00,16,17,162,Monday,June,Summer,9028
2023-12-07 00:00:00,7,8,341,Thursday,December,Winter,7243
2020-01-11 00:00:00,13,14,11,Saturday,January,Winter,6243
2022-06-20 00:00:00,18,19,171,Monday,June,Summer,6057
2021-12-09 00:00:00,12,13,343,Thursday,December,Winter,6822
2021-10-22 00:00:00,4,5,295,Friday,October,Fall,2148
2023-08-18 00:00:00,12,13,230,Friday,August,Summer,7556
2020-08-26 00:00:00,15,16,239,Wednesday,August,Summer,10494
2023-05-17 00:00:00,1,2,137,Wednesday,May,Spring,7393
2024-12-10 00:00:00,14,15,345,Tuesday,December,Winter,9436
2023-09-04 00:00:00,16,17,247,Monday,September,Fall,10840
2023-06-15 00:00:00,21,22,166,Thursday,June,Summer,2306
2021-01-12 00:00:00,6,7,12,Tuesday,January,Winter,12614
2021-04-23 00:00:00,7,8,113,Friday,April,Spring,5325
2020-05-28 00:00:00,21,22,149,Thursday,May,Spring,4838
2023-04-17 00:00:00,0,1,107,Monday,April,Spring,3728
2020-01-12 00:00:00,6,7,12,Sunday,January,Winter,7023
2024-11-29 00:00:00,4,5,334,Friday,November,Fall,7114
2025-04-28 00:00:00,20,21,118,Monday,April,Spring,4319
2020-06-10 00:00:00,10,11,162,Wednesday,June,Summer,3435
2025-02-15 00:00:00,17,18,46,Saturday,February,Winter,3299
2023-03-25 00:00:00,18,19,84,Saturday,March,Spring,9938
2021-10-04 00:00:00,19,20,277,Monday,October,Fall,4512
2023-08-03 00:00:00,6,7,215,Thursday,August,Summer,11952
2022-08-27 00:00:00,1,2,239,Saturday,August,Summer,2886
2021-02-08 00:00:00,17,18,39,Monday,February,Winter,1809
2023-02-05 00:00:00,16,17,36,Sunday,February,Winter,10704
2021-04-27 00:00:00,21,22,117,Tuesday,April,Spring,1594
2021-12-08 00:00:00,1,2,342,Wednesday,December,Winter,10646
2022-09-29 00:00:00,21,22,272,Thursday,September,Fall,1181
2025-08-14 00:00:00,0,1,226,Thursday,August,Summer,3432
2023-08-12 00:00:00,8,9,224,Saturday,August,Summer,2514
2022-04-25 00:00:00,0,1,115,Monday,April,Spring,3834
2025-03-12 00:00:00,6,7,71,Wednesday,March,Spring,2812
2023-01-02 00:00:00,23,0,2,Monday,January,Winter,4165
2021-06-23 00:00:00,23,0,174,Wednesday,June,Summer,2524
2024-01-27 00:00:00,14,15,27,Saturday,January,Winter,5047
2022-04-19 00:00:00,12,13,109,Tuesday,April,Spring,5004
2020-11-02 00:00:00,6,7,307,Monday,November,Fall,11975
2025-02-25 00:00:00,22,23,56,Tuesday,February,Winter,11904
2025-09-30 00:00:00,4,5,273,Tuesday,September,Fall,1402
2023-03-18 00:00:00,22,23,77,Saturday,March,Spring,3908
2020-11-25 00:00:00,7,8,330,Wednesday,November,Fall,6287
2020-11-11 00:00:00,15,16,316,Wednesday,November,Fall,3805
2022-05-26 00:00:00,5,6,146,Thursday,May,Spring,3427
2020-04-27 00:00:00,20,21,118,Monday,April,Spring,2041
2021-07-26 00:00:00,6,7,207,Monday,July,Summer,1744
2024-07-01 00:00:00,7,8,183,Monday,July,Summer,2190
2022-10-13 00:00:00,12,13,286,Thursday,October,Fall,6261
2021-04-09 00:00:00,18,19,99,Friday,April,Spring,5113
2021-10-10 00:00:00,0,1,283,Sunday,October,Fall,2713
2023-04-22 00:00:00,11,12,112,Saturday,April,Spring,8274
2022-01-22 00:00:00,23,0,22,Saturday,January,Winter,1705
2024-10-06 00:00:00,21,22,280,Sunday,October,Fall,8155
2020-05-04 00:00:00,4,5,125,Monday,May,Spring,772
2022-11-06 00:00:00,5,6,310,Sunday,November,Fall,7347
2024-08-16 00:00:00,12,13,229,Friday,August,Summer,8933
2020-12-15 00:00:00,16,17,350,Tuesday,December,Winter,2633
2021-01-04 00:00:00,19,20,4,Monday,January,Winter,3018
2022-02-17 00:00:00,15,16,48,Thursday,February,Winter,14562
2020-02-22 00:00:00,7,8,53,Saturday,February,Winter,8585
2025-02-03 00:00:00,12,13,34,Monday,February,Winter,6618
2022-05-16 00:00:00,12,13,136,Monday,May,Spring,7824
2025-03-20 00:00:00,15,16,79,Thursday,March,Spring,8861
2021-10-08 00:00:00,17,18,281,Friday,October,Fall,6180
2025-01-11 00:00:00,4,5,11,Saturday,January,Winter,2047
2024-10-29 00:00:00,3,4,303,Tuesday,October,Fall,1443
2021-05-25 00:00:00,8,9,145,Tuesday,May,Spring,9963
2022-04-20 00:00:00,18,19,110,Wednesday,April,Spring,4079
2023-07-28 00:00:00,20,21,209,Friday,July,Summer,4401
2022-01-25 00:00:00,8,9,25,Tuesday,January,Winter,376
2024-11-12 00:00:00,0,1,317,Tuesday,November,Fall,8295
2021-07-02 00:00:00,4,5,183,Friday,July,Summer,524
2022-04-30 00:00:00,22,23,120,Saturday,April,Spring,4244
2024-03-18 00:00:00,6,7,78,Monday,March,Spring,2178
2023-12-28 00:00:00,23,0,362,Thursday,December,Winter,13532
2023-04-04 00:00:00,22,23,94,Tuesday,April,Spring,4225
2022-06-19 00:00:00,19,20,170,Sunday,June,Summer,7351
2021-10-27 00:00:00,12,13,300,Wednesday,October,Fall,5370
2025-01-24 00:00:00,16,17,24,Friday,January,Winter,14158
2021-06-22 00:00:00,21,22,173,Tuesday,June,Summer,3591
2021-07-25 00:00:00,18,19,206,Sunday,July,Summer,5105
2021-12-01 00:00:00,7,8,335,Wednesday,December,Winter,13835
2020-03-01 00:00:00,20,21,61,Sunday,March,Spring,8419
2024-03-28 00:00:00,4,5,88,Thursday,March,Spring,14967
2020-01-03 00:00:00,22,23,3,Friday,January,Winter,4207
2024-11-25 00:00:00,23,0,330,Monday,November,Fall,6573
2023-05-05 00:00:00,15,16,125,Friday,May,Spring,8449
2025-04-27 00:00:00,5,6,117,Sunday,April,Spring,4156
2024-05-21 00:00:00,17,18,142,Tuesday,May,Spring,6724
2023-10-17 00:00:00,18,19,290,Tuesday,October,Fall,7943
2023-05-15 00:00:00,15,16,135,Monday,May,Spring,12236
2024-04-20 00:00:00,7,8,111,Saturday,April,Spring,6623
2024-04-28 00:00:00,21,22,119,Sunday,April,Spring,3181
2022-06-17 00:00:00,8,9,168,Friday,June,Summer,3818
2021-03-26 00:00:00,16,17,85,Friday,March,Spring,10584
2023-10-07 00:00:00,7,8,280,Saturday,October,Fall,2231
2025-02-02 00:00:00,13,14,33,Sunday,February,Winter,5898
2025-07-28 00:00:00,6,7,209,Monday,July,Summer,3946
2025-10-25 00:00:00,8,9,298,Saturday,October,Fall,12427
2020-12-02 00:00:00,3,4,337,Wednesday,December,Winter,4378
2022-06-10 00:00:00,10,11,161,Friday,June,Summer,6486
2024-11-17 00:00:00,19,20,322,Sunday,November,Fall,5733
2022-11-13 00:00:00,23,0,317,Sunday,November,Fall,3184
2024-06-17 00:00:00,23,0,169,Monday,June,Summer,2344
2020-10-27 00:00:00,4,5,301,Tuesday,October,Fall,5881
2025-05-06 00:00:00,22,23,126,Tuesday,May,Spring,9412
2023-07-01 00:00:00,6,7,182,Saturday,July,Summer,7665
2023-11-10 00:00:00,0,1,314,Friday,November,Fall,12598
2024-07-04 00:00:00,15,16,186,Thursday,July,Summer,8892
2021-06-15 00:00:00,2,3,166,Tuesday,June,Summer,2314
2025-08-09 00:00:00,2,3,221,Saturday,August,Summer,1411
2023-10-18 00:00:00,8,9,291,Wednesday,October,Fall,11434
2022-05-23 00:00:00,15,16,143,Monday,May,Spring,11353
2020-09-27 00:00:00,6,7,271,Sunday,September,Fall,11628
2021-04-15 00:00:00,0,1,105,Thursday,April,Spring,5536
2023-11-05 00:00:00,18,19,309,Sunday,November,Fall,13494
2022-11-03 00:00:00,23,0,307,Thursday,November,Fall,10983
2021-05-02 00:00:00,11,12,122,Sunday,May,Spring,4597
2024-02-20 00:00:00,1,2,51,Tuesday,February,Winter,3775
2024-07-11 00:00:00,15,16,193,Thursday,July,Summer,6569
2025-10-23 00:00:00,2,3,296,Thursday,October,Fall,18020
2021-06-26 00:00:00,10,11,177,Saturday,June,Summer,3463
2023-01-26 00:00:00,7,8,26,Thursday,January,Winter,2785
2024-04-21 00:00:00,5,6,112,Sunday,April,Spring,5440
2024-02-07 00:00:00,20,21,38,Wednesday,February,Winter,10078
2023-11-19 00:00:00,19,20,323,Sunday,November,Fall,12727
2020-01-14 00:00:00,5,6,14,Tuesday,January,Winter,11947
2025-10-10 00:00:00,10,11,283,Friday,October,Fall,6209
2020-05-06 00:00:00,12,13,127,Wednesday,May,Spring,5389
2023-06-11 00:00:00,17,18,162,Sunday,June,Summer,5511
2020-07-10 00:00:00,11,12,192,Friday,July,Summer,5812
2023-08-06 00:00:00,18,19,218,Sunday,August,Summer,12828
2022-09-28 00:00:00,12,13,271,Wednesday,September,Fall,6478
2025-04-17 00:00:00,21,22,107,Thursday,April,Spring,2201
2023-02-28 00:00:00,22,23,59,Tuesday,February,Winter,7116
2020-08-17 00:00:00,16,17,230,Monday,August,Summer,6027
2021-05-13 00:00:00,16,17,133,Thursday,May,Spring,4826
2020-08-28 00:00:00,16,17,241,Friday,August,Summer,8440
2021-02-28 00:00:00,1,2,59,Sunday,February,Winter,8031
2024-03-22 00:00:00,10,11,82,Friday,March,Spring,7476
2022-05-04 00:00:00,20,21,124,Wednesday,May,Spring,1854
2022-09-27 00:00:00,12,13,270,Tuesday,September,Fall,12571
2025-08-08 00:00:00,2,3,220,Friday,August,Summer,1497
2021-07-20 00:00:00,20,21,201,Tuesday,July,Summer,2246
2023-11-06 00:00:00,16,17,310,Monday,November,Fall,9657
2022-10-09 00:00:00,18,19,282,Sunday,October,Fall,2019
2021-03-03 00:00:00,17,18,62,Wednesday,March,Spring,1043
2021-06-27 00:00:00,0,1,178,Sunday,June,Summer,3833
2024-05-27 00:00:00,12,13,148,Monday,May,Spring,6999
2021-10-26 00:00:00,18,19,299,Tuesday,October,Fall,2863
2020-07-31 00:00:00,15,16,213,Friday,July,Summer,5827
2023-03-27 00:00:00,16,17,86,Monday,March,Spring,7513
2023-10-08 00:00:00,8,9,281,Sunday,October,Fall,1493
2020-07-04 00:00:00,14,15,186,Saturday,July,Summer,12039
2025-01-29 00:00:00,23,0,29,Wednesday,January,Winter,6217
2025-04-20 00:00:00,23,0,110,Sunday,April,Spring,4459
2022-09-11 00:00:00,7,8,254,Sunday,September,Fall,587
2020-02-15 00:00:00,15,16,46,Saturday,February,Winter,10985
2025-05-14 00:00:00,23,0,134,Wednesday,May,Spring,6132
2021-03-05 00:00:00,10,11,64,Friday,March,Spring,7772
2023-10-26 00:00:00,1,2,299,Thursday,October,Fall,4909
2025-10-24 00:00:00,1,2,297,Friday,October,Fall,14684
2023-10-27 00:00:00,2,3,300,Friday,October,Fall,8268
2025-06-16 00:00:00,15,16,167,Monday,June,Summer,10527
2020-01-07 00:00:00,3,4,7,Tuesday,January,Winter,3967
2025-07-22 00:00:00,0,1,203,Tuesday,July,Summer,7645
2023-03-15 00:00:00,9,10,74,Wednesday,March,Spring,4554
2020-10-06 00:00:00,11,12,280,Tuesday,October,Fall,11671
2024-10-15 00:00:00,7,8,289,Tuesday,October,Fall,3772
2025-02-18 00:00:00,19,20,49,Tuesday,February,Winter,11327
2020-11-25 00:00:00,14,15,330,Wednesday,November,Fall,4090
2024-05-22 00:00:00,23,0,143,Wednesday,May,Spring,3024
2021-01-22 00:00:00,10,11,22,Friday,January,Winter,3354
2023-09-10 00:00:00,16,17,253,Sunday,September,Fall,6517
2020-02-14 00:00:00,19,20,45,Friday,February,Winter,4429
2022-01-11 00:00:00,12,13,11,Tuesday,January,Winter,5018
2022-04-06 00:00:00,10,11,96,Wednesday,April,Spring,7764
2020-12-19 00:00:00,10,11,354,Saturday,December,Winter,10892
2023-01-24 00:00:00,12,13,24,Tuesday,January,Winter,6696
2021-07-01 00:00:00,18,19,182,Thursday,July,Summer,3022
2024-10-25 00:00:00,12,13,299,Friday,October,Fall,6893
2021-11-14 00:00:00,12,13,318,Sunday,November,Fall,4665
2021-04-17 00:00:00,4,5,107,Saturday,April,Spring,4834
2024-08-06 00:00:00,22,23,219,Tuesday,August,Summer,2097
2024-08-23 00:00:00,2,3,236,Friday,August,Summer,9509
2023-02-26 00:00:00,17,18,57,Sunday,February,Winter,18051
2023-01-07 00:00:00,5,6,7,Saturday,January,Winter,10262
2020-06-03 00:00:00,23,0,155,Wednesday,June,Summer,3683
2024-10-11 00:00:00,17,18,285,Friday,October,Fall,3556
2020-09-26 00:00:00,9,10,270,Saturday,September,Fall,11246
2020-06-11 00:00:00,22,23,163,Thursday,June,Summer,3909
2020-01-28 00:00:00,10,11,28,Tuesday,January,Winter,12987
2025-01-21 00:00:00,0,1,21,Tuesday,January,Winter,1210
2023-02-07 00:00:00,11,12,38,Tuesday,February,Winter,9517
2024-08-17 00:00:00,22,23,230,Saturday,August,Summer,2408
2020-04-07 00:00:00,19,20,98,Tuesday,April,Spring,1971
2021-11-18 00:00:00,8,9,322,Thursday,November,Fall,1817
2020-10-19 00:00:00,18,19,293,Monday,October,Fall,6659
2025-10-13 00:00:00,17,18,286,Monday,October,Fall,9362
2024-01-18 00:00:00,8,9,18,Thursday,January,Winter,7755
2020-12-09 00:00:00,3,4,344,Wednesday,December,Winter,2518
2022-05-18 00:00:00,11,12,138,Wednesday,May,Spring,5814
