Source,End_Hour,Start_Hour,Date,Production
Wind,14,13,1/26/2020,4437
Wind,23,22,3/3/2023,5574
Solar,15,14,6/2/2025,6266
Wind,4,3,6/24/2022,1971
Wind,1,0,3/20/2024,1924
Wind,18,17,10/12/2023,5820
Wind,2,1,9/24/2022,1028
Wind,22,21,2/6/2020,5819
Wind,3,2,6/9/2024,3682
Wind,11,10,4/19/2020,2602
Wind,15,14,9/28/2022,6080
Wind,15,14,11/28/2025,8799
Wind,0,23,10/5/2024,8967
Wind,22,21,7/24/2020,1760
Wind,17,16,10/16/2022,6721
Wind,23,22,11/6/2020,7139
Wind,0,23,7/2/2021,1585
Solar,16,15,4/13/2022,3628
Solar,15,14,8/2/2025,12313
Wind,23,22,6/25/2023,5338
Wind,8,7,11/30/2024,3505
Wind,1,0,10/2/2023,2764
Wind,22,21,4/14/2021,5104
Wind,16,15,11/7/2025,6222
Wind,22,21,2/1/2020,9608
Wind,15,14,4/5/2020,8682
Wind,5,4,12/27/2022,4483
Wind,4,3,12/28/2022,11901
Wind,11,10,1/6/2024,6893
Solar,12,11,3/22/2021,6284
Wind,20,19,11/26/2022,6123
Solar,16,15,6/9/2025,4475
Wind,3,2,11/1/2021,8845
Solar,13,12,7/18/2023,6978
Wind,17,16,1/22/2022,3284
Wind,4,3,6/2/2021,4114
Wind,20,19,9/30/2025,2032
Solar,16,15,12/5/2022,2037
Wind,2,1,2/25/2022,7621
Wind,7,6,11/5/2021,2977
Wind,13,12,2/20/2025,12416
Wind,0,23,4/30/2024,3046
Wind,10,9,10/4/2024,5064
Solar,14,13,4/30/2022,8450
Wind,1,0,2/9/2020,7722
Wind,4,3,3/9/2024,10327
Solar,14,13,6/24/2025,6338
Wind,8,7,6/21/2020,2762
Wind,3,2,4/22/2022,5531
Wind,10,9,10/26/2025,10764
Wind,3,2,12/9/2024,13556
Wind,13,12,1/2/2024,18685
Wind,1,0,5/1/2023,1652
Wind,9,8,5/10/2020,2008
Wind,23,22,11/1/2025,9691
Wind,0,23,7/4/2023,10440
Wind,15,14,5/13/2023,10482
Solar,10,9,6/25/2020,2861
Wind,13,12,1/9/2020,12336
Wind,7,6,8/28/2024,2229
Wind,8,7,2/28/2022,3898
Wind,11,10,7/13/2021,5260
Wind,18,17,12/5/2020,6409
Wind,8,7,3/12/2020,8370
Wind,4,3,4/30/2021,1412
Solar,10,9,9/18/2022,4392
Wind,10,9,10/29/2025,7423
Wind,0,23,4/16/2023,3665
Wind,0,23,5/9/2024,5021
Wind,19,18,9/30/2020,3257
Solar,18,17,4/29/2022,5493
Wind,10,9,11/10/2023,15079
Wind,1,0,8/18/2025,7156
Wind,8,7,5/12/2020,4993
Wind,2,1,9/3/2022,1685
Wind,19,18,8/9/2021,5509
Wind,14,13,3/13/2020,7874
Wind,19,18,5/12/2022,3488
Solar,15,14,8/8/2024,9623
Wind,16,15,10/30/2025,8417
Wind,0,23,9/15/2021,1024
Solar,15,14,4/12/2024,4676
Wind,9,8,6/9/2020,3222
Wind,19,18,11/12/2021,4225
Wind,5,4,3/1/2025,6922
Solar,19,18,5/21/2022,2628
Wind,2,1,8/28/2025,2454
Wind,6,5,7/27/2025,1786
Solar,17,16,7/20/2021,5834
Wind,7,6,6/28/2022,1388
Wind,5,4,9/21/2025,5062
Wind,3,2,11/3/2024,3552
Wind,10,9,11/19/2024,18956
Wind,2,1,10/22/2024,3568
Wind,19,18,4/22/2020,2865
Wind,11,10,10/13/2023,15112
Solar,13,12,10/12/2023,8411
Solar,15,14,5/5/2022,6026
Wind,17,16,12/22/2020,6752
Solar,11,10,7/7/2024,5126
Wind,23,22,4/28/2022,5002
Wind,22,21,3/19/2022,9680
Wind,20,19,2/5/2025,3259
Wind,17,16,3/30/2020,12305
Wind,21,20,10/6/2024,8224
Wind,0,23,7/18/2025,3802
Wind,14,13,6/22/2021,7084
Wind,21,20,3/9/2025,2682
Wind,4,3,7/6/2020,5654
Wind,1,0,1/21/2023,5918
Wind,4,3,10/20/2025,11753
Wind,15,14,5/9/2021,11238
Wind,22,21,9/10/2023,2358
Wind,7,6,8/4/2024,1962
Wind,9,8,2/20/2023,3465
Solar,10,9,10/6/2025,4871
Wind,1,0,10/31/2020,1716
Wind,4,3,6/2/2022,4245
Wind,21,20,7/1/2021,1001
Solar,12,11,10/5/2024,8795
Solar,13,12,8/21/2023,6981
Wind,16,15,10/31/2023,10888
Wind,18,17,12/24/2020,9299
Wind,1,0,10/29/2024,2034
Wind,7,6,1/20/2020,5969
Wind,3,2,7/27/2022,2863
Wind,23,22,9/23/2023,1134
Wind,22,21,5/17/2023,7154
Wind,14,13,5/15/2021,10329
Wind,1,0,10/24/2021,3903
Wind,8,7,5/23/2025,3940
Wind,18,17,7/31/2023,16164
Wind,8,7,10/11/2023,2966
Solar,19,18,5/1/2022,3553
Wind,8,7,7/10/2025,2663
Wind,6,5,1/5/2024,10179
Wind,1,0,9/8/2020,1596
Wind,21,20,3/23/2023,13963
Wind,3,2,4/1/2023,16591
Wind,16,15,2/18/2025,9155
Wind,13,12,10/14/2020,5761
Wind,1,0,8/21/2024,7150
Wind,5,4,11/13/2025,11401
Solar,16,15,9/19/2022,7972
Wind,23,22,7/26/2023,2678
Wind,8,7,1/14/2021,7248
Wind,3,2,12/1/2020,7535
Wind,7,6,2/27/2024,11867
Wind,6,5,1/13/2020,2719
Wind,1,0,1/7/2022,9092
Solar,16,15,10/3/2022,5116
Wind,1,0,11/15/2022,6758
Wind,6,5,9/1/2022,2865
Wind,3,2,7/27/2021,1685
Solar,14,13,7/11/2021,5042
Solar,11,10,3/29/2022,3254
Wind,14,13,4/3/2024,18128
Wind,8,7,4/19/2023,6823
Wind,4,3,10/25/2021,2690
Wind,21,20,6/18/2023,4451
Wind,22,21,2/14/2023,4662
Wind,23,22,3/23/2025,1259
Solar,18,17,6/27/2025,9125
Solar,13,12,8/28/2022,8898
Wind,6,5,7/11/2023,1999
Wind,9,8,9/9/2020,1078
Solar,19,18,6/28/2024,4290
Solar,10,9,7/29/2020,2120
Solar,17,16,7/9/2023,6674
Wind,19,18,3/16/2024,1211
Solar,11,10,5/14/2023,6013
Wind,3,2,6/13/2025,1801
Wind,6,5,11/9/2022,8441
Wind,7,6,4/6/2022,5141
Solar,16,15,8/8/2025,4706
Wind,8,7,10/4/2025,17338
Wind,3,2,10/25/2020,10696
Wind,9,8,7/18/2021,4398
Solar,19,18,8/13/2021,2862
Wind,23,22,11/4/2023,14865
Wind,21,20,10/27/2020,10606
Wind,22,21,3/5/2023,1000
Wind,1,0,11/14/2022,3434
Wind,23,22,9/10/2020,2229
Wind,16,15,4/20/2024,8412
Wind,12,11,2/15/2021,12188
Wind,12,11,4/24/2024,9813
Wind,10,9,3/14/2023,17911
Wind,17,16,2/8/2022,4263
Wind,16,15,1/8/2025,12406
Wind,3,2,12/4/2023,13067
Wind,22,21,6/29/2025,2788
Wind,1,0,11/21/2025,4327
Solar,12,11,7/18/2021,7976
Wind,6,5,12/18/2024,13902
Solar,12,11,12/28/2024,4030
Solar,14,13,8/4/2020,5530
Solar,12,11,9/21/2024,7327
Wind,3,2,3/25/2020,6439
Wind,18,17,5/9/2021,11507
Wind,18,17,7/30/2023,12058
Solar,14,13,7/4/2022,5745
Wind,10,9,7/5/2021,4747
Solar,14,13,2/13/2023,6722
Wind,6,5,9/27/2020,11489
Wind,23,22,8/26/2025,2770
Wind,20,19,1/28/2025,19186
Wind,21,20,9/5/2023,1711
Wind,20,19,6/6/2020,7194
Wind,1,0,9/21/2023,11271
Wind,5,4,1/6/2021,1309
Solar,18,17,6/21/2021,4642
Wind,2,1,4/30/2020,6717
Wind,7,6,12/5/2024,11663
Wind,7,6,8/11/2022,4434
Wind,18,17,4/3/2023,10376
Wind,3,2,10/9/2024,11147
Solar,15,14,11/5/2021,3837
Wind,16,15,2/19/2020,7030
Solar,16,15,3/21/2024,6064
Wind,4,3,5/4/2021,13060
Wind,3,2,7/20/2020,2745
Wind,13,12,4/21/2020,5274
Wind,23,22,9/28/2021,5083
Wind,9,8,11/16/2023,8890
Wind,11,10,11/16/2023,10601
Solar,13,12,9/5/2021,4826
Solar,11,10,10/30/2024,4815
Wind,8,7,10/14/2021,1998
Wind,12,11,11/27/2024,18995
Solar,15,14,7/19/2022,11456
Wind,8,7,3/18/2020,920
Wind,21,20,8/2/2020,3476
Wind,23,22,10/8/2023,914
Wind,1,0,1/18/2021,2046
Wind,6,5,5/1/2023,2281
Solar,14,13,3/27/2023,7984
Wind,18,17,9/12/2024,9890
Solar,12,11,6/27/2021,2797
Solar,11,10,4/29/2023,3294
Wind,21,20,2/14/2020,5101
Wind,21,20,5/28/2020,4584
Wind,22,21,10/23/2020,5272
Wind,12,11,2/9/2021,3261
Solar,18,17,5/18/2020,4683
Wind,6,5,2/16/2020,11933
Wind,6,5,1/17/2021,5132
Wind,16,15,8/22/2020,11377
Wind,16,15,12/2/2023,3287
Wind,7,6,11/19/2024,17507
Wind,0,23,1/20/2022,5476
Wind,5,4,8/12/2021,537
Wind,0,23,4/12/2022,2391
Wind,2,1,9/20/2024,6934
Wind,7,6,7/24/2020,1623
Wind,9,8,7/31/2023,10483
Solar,16,15,5/7/2021,5300
Wind,16,15,6/19/2022,12780
Wind,22,21,4/26/2020,507
Solar,10,9,5/2/2023,5328
Solar,11,10,11/6/2021,4862
Wind,10,9,1/11/2022,3441
Solar,13,12,5/26/2023,12036
Wind,10,9,9/22/2024,3944
Wind,10,9,9/4/2023,7654
Wind,1,0,5/3/2022,5334
Solar,13,12,6/15/2025,3841
Wind,7,6,12/18/2021,6087
Solar,12,11,8/2/2021,4320
Wind,7,6,8/16/2025,7143
Solar,15,14,6/29/2025,4565
Wind,8,7,2/21/2022,14866
Wind,22,21,6/7/2025,11062
Wind,16,15,4/20/2025,4558
Wind,3,2,7/23/2023,9075
Wind,16,15,2/21/2025,15714
Wind,20,19,10/19/2022,7944
Wind,1,0,1/27/2024,1873
Wind,9,8,2/11/2021,6113
Wind,22,21,2/13/2023,2677
Wind,9,8,12/6/2024,13192
Wind,6,5,1/29/2023,1135
Wind,6,5,4/22/2023,4828
Wind,17,16,2/14/2025,7129
Wind,0,23,10/24/2021,3283
Wind,9,8,9/29/2025,2578
Wind,11,10,1/20/2020,6095
Solar,14,13,1/26/2022,3768
Wind,1,0,4/6/2020,7724
Wind,4,3,1/31/2020,7998
Wind,6,5,8/31/2022,2234
Wind,2,1,4/1/2023,16915
Wind,16,15,11/1/2022,13662
Wind,23,22,7/30/2024,2503
Wind,20,19,4/8/2025,2749
Wind,21,20,9/10/2024,11651
Wind,10,9,10/31/2020,8194
Solar,10,9,5/7/2024,5090
Wind,1,0,4/19/2021,1780
Wind,19,18,3/12/2023,9795
Wind,10,9,11/19/2023,13588
Solar,15,14,2/14/2023,6281
Wind,0,23,10/8/2020,3679
Wind,19,18,12/4/2024,3938
Wind,6,5,8/2/2022,1216
Wind,3,2,9/5/2021,570
Wind,21,20,1/3/2024,17729
Solar,12,11,6/2/2023,10821
Wind,15,14,12/5/2024,16998
Wind,3,2,5/29/2022,6015
Wind,18,17,8/3/2023,9503
Solar,12,11,8/31/2020,4591
Wind,14,13,1/27/2021,5439
Wind,9,8,8/1/2020,2389
Wind,6,5,7/13/2021,2739
Wind,5,4,12/5/2021,7154
Wind,21,20,11/4/2022,6038
Solar,12,11,10/10/2022,4346
Wind,7,6,12/8/2023,4441
Wind,0,23,11/19/2023,12031
Wind,23,22,2/19/2024,4808
Wind,19,18,3/11/2024,6774
Wind,22,21,12/2/2022,6439
Solar,14,13,9/15/2024,6509
Solar,13,12,5/13/2025,4040
Wind,4,3,8/16/2024,3495
Solar,19,18,7/4/2022,4726
Wind,23,22,12/17/2021,7175
Wind,18,17,5/3/2022,4686
Wind,20,19,11/1/2022,11571
Wind,2,1,10/23/2025,18781
Wind,8,7,6/2/2020,1582
Wind,7,6,7/30/2023,5034
Wind,11,10,10/18/2024,3726
Wind,18,17,1/24/2021,7785
Solar,19,18,6/7/2024,3850
Wind,7,6,9/17/2022,5298
Wind,15,14,8/1/2023,16261
Wind,3,2,8/9/2024,4379
Wind,1,0,4/1/2025,10918
Wind,9,8,10/12/2020,1885
Wind,18,17,12/29/2021,13972
Wind,14,13,9/20/2025,14676
Wind,12,11,1/20/2023,5568
Wind,4,3,10/16/2025,4675
Wind,10,9,10/24/2024,6471
Wind,21,20,11/19/2021,1780
Wind,13,12,12/16/2021,5603
Wind,8,7,5/8/2022,3729
Wind,9,8,11/18/2024,8868
Wind,4,3,7/22/2024,3600
Solar,10,9,11/10/2021,1404
Wind,22,21,4/30/2021,1194
Wind,0,23,11/15/2024,1734
Wind,6,5,6/4/2021,1719
Wind,23,22,3/16/2020,1639
Wind,21,20,1/20/2022,5362
Wind,8,7,3/12/2022,6226
Wind,19,18,10/29/2025,8314
Wind,6,5,9/26/2021,2237
Solar,16,15,7/8/2022,9095
Wind,1,0,12/4/2021,9482
Wind,0,23,10/13/2023,14400
Wind,23,22,11/18/2023,12095
Wind,7,6,11/7/2023,6851
Wind,20,19,9/2/2022,1443
Wind,10,9,2/23/2024,15039
Wind,5,4,9/5/2020,2634
Wind,7,6,11/1/2025,14454
Wind,20,19,11/18/2025,7882
Solar,18,17,5/27/2021,3912
Wind,16,15,2/11/2021,8683
Wind,21,20,8/31/2022,2951
Solar,16,15,6/21/2023,4753
Wind,23,22,8/30/2022,3271
Wind,21,20,10/11/2021,3153
Wind,0,23,10/7/2023,3526
Wind,0,23,8/27/2020,7497
Solar,10,9,7/22/2021,2992
Wind,2,1,8/1/2024,1611
Wind,22,21,6/1/2021,3763
Solar,15,14,9/21/2021,5163
Wind,6,5,9/9/2024,8521
Wind,13,12,1/31/2025,8937
Wind,7,6,6/3/2025,2426
Solar,13,12,6/25/2021,5768
Wind,8,7,6/18/2022,2323
Wind,19,18,2/26/2023,15728
Wind,22,21,3/11/2022,10519
Solar,18,17,6/1/2022,5214
Wind,8,7,6/19/2022,6948
Wind,11,10,9/8/2022,8695
Wind,2,1,8/2/2022,1310
Wind,2,1,11/26/2024,6445
Wind,7,6,12/13/2023,7828
Wind,21,20,7/12/2025,3909
Wind,19,18,10/16/2022,4704
Wind,22,21,4/12/2020,2322
Wind,17,16,12/25/2023,12230
Wind,18,17,6/18/2021,9367
Wind,2,1,10/18/2023,10499
Solar,12,11,1/12/2022,4584
Wind,23,22,4/29/2023,2714
Wind,0,23,9/21/2021,3306
Solar,13,12,8/8/2023,9733
Wind,5,4,8/1/2021,2348
Wind,22,21,2/10/2020,12959
Wind,5,4,10/31/2020,3069
Wind,18,17,12/31/2024,9036
Wind,5,4,10/28/2023,11930
Wind,2,1,7/19/2025,4635
Wind,20,19,9/15/2023,2659
Wind,8,7,7/12/2021,2324
Wind,14,13,11/28/2020,3710
Wind,15,14,1/10/2023,15777
Wind,2,1,12/13/2021,1678
Wind,14,13,12/23/2021,8130
Wind,10,9,12/13/2024,2960
Wind,4,3,4/19/2022,2818
Wind,0,23,8/30/2023,3483
Wind,23,22,3/14/2023,5023
Wind,19,18,5/6/2022,4837
Wind,9,8,3/23/2025,5996
Wind,4,3,1/16/2022,1801
Wind,1,0,8/26/2023,2861
Wind,4,3,4/17/2025,2565
Solar,11,10,4/10/2025,10273
Wind,22,21,8/23/2021,5030
Wind,16,15,11/21/2023,7176
Wind,20,19,8/18/2024,5352
Wind,4,3,11/4/2024,2776
Wind,3,2,8/7/2021,3294
Wind,16,15,11/27/2022,6839
Wind,3,2,3/27/2021,9516
Wind,23,22,3/12/2022,9748
Wind,6,5,10/17/2025,5096
Solar,18,17,4/10/2025,10743
Wind,1,0,8/21/2022,791
Wind,7,6,2/11/2021,5196
Wind,0,23,3/31/2021,1435
Wind,7,6,6/19/2020,1906
Wind,14,13,2/26/2020,13169
Wind,12,11,10/21/2023,20374
Wind,9,8,11/7/2023,8207
Wind,1,0,7/29/2025,3104
Wind,11,10,2/19/2020,7379
Wind,14,13,4/3/2023,11458
Wind,20,19,2/25/2021,1854
Wind,3,2,2/25/2021,5371
Solar,12,11,9/28/2024,8533
Wind,15,14,2/22/2023,3581
Solar,12,11,3/5/2025,9526
Wind,2,1,9/11/2023,2249
Wind,21,20,12/6/2020,1761
Wind,15,14,10/3/2025,11497
Wind,5,4,11/28/2022,4489
Wind,23,22,5/3/2020,705
Wind,14,13,2/19/2021,8744
Wind,17,16,1/16/2020,9123
Solar,14,13,11/18/2021,3746
Wind,7,6,12/13/2022,6219
Wind,13,12,5/26/2021,10892
Wind,23,22,5/28/2020,6074
Wind,23,22,5/16/2022,599
Wind,11,10,2/8/2021,2084
Solar,13,12,8/25/2022,6443
Wind,1,0,3/12/2024,5402
Wind,22,21,3/8/2022,5703
Wind,23,22,4/6/2025,10147
Wind,22,21,12/1/2023,5091
Wind,14,13,2/1/2024,3991
Wind,6,5,3/19/2021,5515
Wind,3,2,11/22/2020,2036
Wind,7,6,1/29/2023,1089
Wind,0,23,2/3/2020,10296
Wind,23,22,8/22/2025,3100
Wind,22,21,12/30/2023,14946
Wind,7,6,6/14/2020,2981
Solar,12,11,5/20/2025,7909
Solar,20,19,5/27/2021,1951
Solar,13,12,11/28/2024,5112
Wind,21,20,6/12/2025,2592
Wind,5,4,12/2/2021,6595
Wind,2,1,4/6/2023,1240
Wind,22,21,8/29/2022,5149
Wind,3,2,4/22/2024,7693
Wind,22,21,4/7/2022,13300
Wind,9,8,8/17/2020,2329
Wind,1,0,4/8/2020,3294
Wind,3,2,6/27/2022,1132
Wind,14,13,11/8/2022,13921
Wind,2,1,7/27/2024,418
Wind,17,16,8/5/2025,7613
Wind,11,10,5/1/2020,8012
Wind,6,5,6/22/2022,3322
Wind,1,0,1/10/2020,9719
Wind,4,3,2/26/2024,9462
Wind,19,18,8/3/2023,7651
Wind,1,0,11/6/2020,7462
Solar,19,18,5/12/2025,4886
Wind,7,6,2/4/2023,2724
Wind,17,16,9/8/2021,5846
Wind,20,19,2/16/2023,7525
Solar,9,8,5/12/2022,1922
Wind,1,0,11/12/2025,13071
Solar,12,11,7/7/2020,4694
Wind,14,13,3/18/2021,6015
Wind,8,7,8/2/2020,2829
Wind,9,8,1/28/2020,12847
Wind,1,0,10/6/2023,1366
Solar,11,10,6/27/2024,5860
Solar,13,12,8/30/2024,8694
Wind,6,5,11/22/2025,4673
Wind,14,13,1/8/2024,11588
Solar,13,12,8/10/2025,4763
Wind,11,10,4/30/2024,6800
Solar,13,12,9/5/2024,7713
Wind,6,5,6/18/2024,2850
Wind,23,22,8/11/2020,1326
Wind,5,4,11/18/2024,9025
Wind,22,21,3/3/2025,4149
Solar,10,9,6/16/2020,2228
Wind,12,11,11/5/2023,19077
Wind,10,9,7/10/2020,4371
Wind,19,18,10/29/2023,12320
Wind,2,1,6/25/2020,3877
Wind,3,2,11/27/2023,7464
Wind,23,22,9/10/2023,2837
Wind,23,22,3/25/2024,8875
Wind,3,2,11/11/2021,1151
Solar,11,10,9/21/2020,1691
Wind,22,21,1/17/2021,2503
Wind,21,20,6/16/2024,3886
Wind,6,5,5/25/2020,2382
Wind,7,6,9/30/2025,1558
Wind,7,6,2/19/2025,8798
Wind,23,22,11/18/2022,3150
Wind,11,10,1/4/2021,2038
Solar,14,13,6/4/2022,5744
Solar,11,10,12/14/2021,2182
Wind,3,2,6/14/2025,5142
Solar,9,8,7/11/2024,2417
Solar,14,13,3/31/2025,12362
Wind,7,6,1/6/2025,18722
Wind,9,8,12/16/2021,2732
Wind,23,22,6/12/2021,2432
Wind,18,17,7/9/2020,6646
Wind,19,18,2/18/2022,13238
Wind,15,14,2/13/2021,9991
Wind,8,7,12/16/2021,2497
Wind,9,8,12/15/2024,6048
Solar,11,10,7/10/2021,3276
Wind,19,18,11/29/2025,10196
Wind,22,21,2/10/2021,4420
Solar,13,12,7/29/2024,10129
Wind,10,9,1/20/2023,3401
Solar,17,16,9/10/2022,7701
Wind,17,16,12/23/2022,15011
Wind,5,4,12/9/2023,9880
Wind,17,16,3/19/2023,6813
Wind,5,4,11/30/2020,1329
Wind,5,4,5/24/2021,8666
Wind,10,9,1/27/2022,5055
Wind,1,0,10/19/2022,5532
Wind,20,19,1/17/2023,4973
Wind,19,18,10/13/2025,7387
Solar,13,12,5/1/2025,5191
Wind,22,21,7/2/2020,3656
Solar,12,11,5/14/2022,5901
Wind,2,1,9/4/2024,1022
Wind,4,3,5/16/2021,4872
Wind,10,9,2/24/2022,9070
Wind,4,3,11/6/2025,8939
Wind,18,17,1/28/2023,3752
Wind,2,1,4/5/2023,2623
Wind,19,18,3/8/2024,9798
Wind,6,5,9/9/2022,8652
Wind,12,11,6/23/2025,7643
Wind,3,2,3/4/2024,3900
Wind,9,8,2/21/2025,13537
Wind,11,10,10/31/2023,9320
Wind,3,2,8/11/2024,3520
Wind,15,14,12/12/2023,11858
Wind,7,6,1/18/2021,2493
Wind,5,4,8/3/2024,3502
Solar,10,9,5/17/2025,6696
Wind,19,18,11/14/2021,4424
Wind,5,4,6/20/2023,3307
Wind,8,7,3/21/2022,4387
Wind,14,13,4/19/2020,3115
Wind,5,4,7/6/2024,8305
Wind,0,23,5/14/2023,4043
Wind,3,2,12/19/2022,12288
Wind,15,14,9/23/2020,8545
Wind,5,4,4/20/2024,6904
Wind,22,21,7/21/2020,4406
Wind,4,3,4/25/2020,1779
Wind,5,4,6/10/2023,2713
Wind,18,17,2/11/2024,12006
Solar,13,12,7/6/2022,7683
Wind,20,19,2/5/2022,9947
Wind,0,23,5/28/2020,6736
Wind,3,2,9/17/2025,2575
Solar,9,8,8/8/2025,3228
Wind,23,22,3/9/2020,8872
Wind,22,21,3/11/2024,6066
Solar,18,17,5/14/2025,7679
Wind,2,1,2/4/2020,10533
Solar,19,18,8/11/2020,2040
Wind,18,17,10/13/2023,15965
Solar,20,19,6/16/2022,1895
Wind,9,8,12/8/2020,2188
Solar,15,14,3/29/2021,5986
Solar,10,9,6/15/2025,3778
Solar,13,12,1/20/2024,6835
Wind,0,23,2/17/2025,3993
Wind,8,7,12/3/2021,6171
Wind,9,8,5/30/2023,9640
Wind,16,15,2/3/2020,8538
Wind,13,12,1/22/2025,6417
Wind,22,21,12/27/2021,12569
Wind,12,11,11/8/2020,3996
Wind,22,21,9/20/2023,10365
Wind,18,17,3/11/2024,8030
Wind,10,9,7/16/2024,11662
Wind,20,19,3/26/2025,3745
Wind,2,1,2/18/2023,5595
Solar,17,16,7/18/2024,7212
Wind,5,4,5/8/2020,2082
Wind,17,16,9/18/2023,14252
Solar,13,12,8/10/2023,7330
Wind,20,19,9/7/2020,2004
Wind,17,16,10/3/2020,6727
Wind,3,2,5/26/2021,5529
Wind,5,4,1/23/2022,1749
Solar,10,9,6/14/2022,4214
Wind,10,9,1/20/2021,12999
Wind,7,6,4/1/2025,10967
Wind,13,12,2/15/2020,11448
Solar,11,10,3/24/2022,5742
Wind,2,1,9/5/2025,4105
Wind,13,12,1/12/2023,18306
Wind,20,19,11/6/2022,11005
Wind,18,17,3/8/2022,3785
Wind,23,22,12/24/2020,7846
Solar,16,15,9/10/2020,2992
Wind,2,1,4/28/2024,10254
Wind,1,0,5/9/2020,2676
Wind,13,12,12/3/2020,9711
Wind,1,0,7/20/2024,1818
Wind,1,0,8/10/2021,1225
Solar,15,14,4/25/2024,7534
Wind,20,19,10/12/2021,3353
Wind,12,11,6/13/2020,4955
Wind,8,7,7/31/2023,9176
Wind,16,15,2/7/2020,5046
Wind,4,3,4/8/2025,2900
Wind,17,16,10/29/2022,6799
Solar,14,13,3/17/2020,2613
Wind,20,19,7/16/2025,7811
Wind,22,21,11/9/2025,5570
Wind,19,18,8/15/2021,8013
Wind,9,8,8/31/2020,2550
Wind,8,7,2/10/2020,11091
Wind,4,3,3/20/2022,5262
Wind,7,6,2/16/2022,14791
Wind,23,22,10/17/2022,1822
Wind,3,2,3/28/2025,2114
Wind,2,1,6/7/2020,3654
Wind,6,5,8/17/2020,1922
Solar,9,8,4/22/2025,2305
Wind,4,3,9/6/2021,1319
Wind,1,0,9/4/2024,1181
Wind,21,20,1/20/2025,1179
Solar,14,13,7/13/2020,4705
Solar,16,15,6/3/2021,3805
Wind,9,8,4/9/2025,5564
Solar,16,15,7/25/2024,9796
Wind,22,21,9/13/2020,1634
Wind,4,3,7/18/2024,2282
Wind,12,11,6/16/2024,7228
Wind,8,7,1/15/2025,2998
Wind,11,10,4/12/2023,11551
Solar,16,15,9/30/2023,6238
Wind,13,12,10/31/2025,13978
Wind,16,15,2/20/2025,10442
Wind,5,4,12/7/2021,5875
Wind,3,2,12/19/2021,3858
Wind,7,6,9/11/2021,1304
Wind,4,3,7/13/2022,1284
Wind,2,1,7/26/2025,2898
Wind,14,13,5/6/2025,15086
Wind,8,7,12/20/2022,13290
Wind,0,23,8/28/2020,2992
Wind,8,7,1/20/2023,2459
Wind,21,20,2/19/2024,5970
Solar,14,13,6/26/2021,4853
Wind,16,15,5/29/2024,11061
Wind,3,2,6/13/2021,3335
Wind,3,2,8/26/2024,2474
Wind,21,20,6/10/2021,1433
Wind,22,21,9/12/2020,1498
Wind,3,2,2/14/2022,13708
Solar,16,15,7/14/2022,9365
Wind,3,2,9/1/2022,3710
Wind,9,8,7/25/2023,6136
Solar,16,15,6/27/2025,11359
Wind,4,3,5/26/2024,4941
Wind,1,0,4/4/2022,1493
Wind,4,3,10/24/2021,4122
Wind,22,21,11/11/2021,870
Wind,4,3,12/15/2020,4872
Wind,18,17,1/8/2022,15073
Wind,23,22,7/23/2020,1571
Wind,23,22,7/18/2020,1461
Wind,17,16,12/12/2021,2570
Wind,10,9,4/5/2022,6905
Wind,6,5,7/17/2023,2324
Wind,8,7,4/20/2020,5618
Wind,8,7,1/18/2021,2566
Wind,19,18,8/24/2021,11067
Wind,9,8,1/28/2021,13948
Wind,22,21,2/27/2020,7033
Wind,16,15,5/4/2025,7299
Solar,10,9,9/1/2020,2103
Wind,8,7,11/11/2024,3528
Solar,12,11,10/24/2021,6109
Wind,6,5,11/11/2022,3169
Wind,2,1,1/8/2020,5852
Wind,5,4,1/13/2021,3236
Solar,15,14,8/10/2021,5787
Wind,3,2,4/2/2025,15114
Wind,18,17,3/1/2021,3239
Wind,10,9,11/30/2022,2060
Wind,19,18,1/14/2020,12733
Solar,11,10,10/12/2020,3235
Wind,21,20,3/29/2024,5982
Solar,16,15,10/12/2025,11438
Wind,4,3,12/21/2020,6804
Solar,16,15,9/16/2024,10670
Solar,13,12,4/7/2023,7303
Wind,17,16,7/21/2024,8390
Solar,14,13,10/31/2024,4724
Wind,14,13,2/21/2020,8359
Wind,20,19,9/1/2021,6601
Wind,21,20,3/10/2024,1487
Wind,17,16,8/12/2020,3514
Wind,5,4,8/26/2023,3719
Wind,10,9,3/2/2022,3208
Wind,9,8,1/3/2022,9363
Solar,12,11,2/13/2025,4235
Wind,9,8,4/10/2024,3966
Wind,20,19,3/22/2021,2676
Wind,11,10,1/10/2025,5399
Solar,16,15,10/6/2023,6868
Solar,16,15,4/29/2024,7027
Wind,6,5,7/13/2024,896
Wind,16,15,11/14/2021,4245
Wind,11,10,12/10/2023,14883
Wind,20,19,6/13/2022,2895
Wind,8,7,9/21/2024,3743
Wind,3,2,7/9/2025,1777
Solar,14,13,8/18/2024,10781
Wind,8,7,2/3/2023,6517
Wind,18,17,12/12/2021,2137
Wind,2,1,5/10/2021,7851
Wind,21,20,6/24/2022,6156
Wind,4,3,3/17/2020,1308
Solar,9,8,7/24/2024,2606
Wind,4,3,10/27/2023,8707
Solar,11,10,8/17/2025,9267
Wind,17,16,9/17/2020,8119
Wind,6,5,9/30/2025,1392
Wind,8,7,10/3/2024,7039
Wind,8,7,3/28/2021,3564
Wind,0,23,7/17/2025,1610
Solar,11,10,2/26/2022,7670
